area,district,property_type,price,listing_type,price_ty
23.0,Quận Hai Bà Trưng,nha_pho,5950000000,ban,5.95
25.0,Quận Hoàng Mai,nha_pho,4950000000,ban,4.95
35.0,Quận Hai Bà Trưng,nha_pho,8200000000,ban,8.2
52.4,Quận Cầu Giấy,nha_pho,17500000000,ban,17.5
30.0,Quận Hoàng Mai,nha_pho,6800000000,ban,6.8
35.0,Quận Thanh Xuân,nha_pho,7400000000,ban,7.4
65.0,Quận Hà Đông,nha_pho,17200000000,ban,17.2
80.0,Quận Long Biên,nha_pho,26000000000,ban,26.0
65.0,Quận Đống Đa,nha_pho,23500000000,ban,23.5
50.0,Quận Cầu Giấy,nha_pho,15500000000,ban,15.5
41.0,Quận Hoàng Mai,nha_pho,7290000000,ban,7.29
48.4,Quận Hà Đông,nha_pho,7600000000,ban,7.6
45.0,Quận Đống Đa,nha_pho,17500000000,ban,17.5
33.0,Quận Bắc Từ Liêm,nha_pho,8100000000,ban,8.1
80.0,Huyện Thanh Trì,nha_pho,13500000000,ban,13.5
32.0,Quận Đống Đa,nha_pho,10200000000,ban,10.2
36.0,Quận Bắc Từ Liêm,nha_pho,10000000000,ban,10.0
104.0,Quận Tây Hồ,nha_pho,27000000000,ban,27.0
45.0,Quận Hai Bà Trưng,nha_pho,9800000000,ban,9.8
33.0,Quận Cầu Giấy,nha_pho,11600000000,ban,11.6
41.0,Quận Hoàng Mai,nha_pho,10400000000,ban,10.4
31.0,Quận Hoàng Mai,nha_pho,6000000000,ban,6.0
34.0,Quận Nam Từ Liêm,nha_pho,8100000000,ban,8.1
68.0,Quận Ba Đình,chung_cu,25000000000,ban,25.0
39.0,Quận Hà Đông,nha_pho,5980000000,ban,5.98
30.0,Quận Hai Bà Trưng,nha_pho,6500000000,ban,6.5
35.0,Quận Hoàng Mai,nha_pho,8500000000,ban,8.5
40.0,Quận Thanh Xuân,nha_pho,4550000000,ban,4.55
30.0,Quận Hai Bà Trưng,nha_pho,5900000000,ban,5.9
32.0,Quận Bắc Từ Liêm,nha_pho,5305300000,ban,5.3053
35.0,Huyện Thanh Trì,nha_pho,6500000000,ban,6.5
65.0,Quận Đống Đa,nha_pho,17000000000,ban,17.0
50.0,Quận Cầu Giấy,nha_pho,9800000000,ban,9.8
25.0,Quận Hoàng Mai,nha_pho,4750000000,ban,4.75
27.0,Quận Hoàng Mai,nha_pho,7500000000,ban,7.5
65.0,Quận Long Biên,nha_pho,13000000000,ban,13.0
44.0,Huyện Mê Linh,nha_pho,2600000000,ban,2.6
40.0,Huyện Mê Linh,nha_pho,3200000000,ban,3.2
35.0,Quận Hà Đông,nha_pho,4444444444,ban,4.444444444
40.0,Quận Hai Bà Trưng,nha_pho,6900000000,ban,6.9
37.0,Quận Hai Bà Trưng,nha_pho,6780000000,ban,6.78
80.0,Huyện Thường Tín,nha_pho,15000000000,ban,15.0
70.0,Quận Cầu Giấy,nha_pho,26500000000,ban,26.5
40.0,Quận Đống Đa,nha_pho,11000000000,ban,11.0
60.0,Quận Cầu Giấy,nha_pho,14500000000,ban,14.5
69.0,Quận Thanh Xuân,nha_pho,8600000000,ban,8.6
50.0,Quận Cầu Giấy,nha_pho,8300000000,ban,8.3
40.0,Quận Long Biên,nha_pho,12750000000,ban,12.75
52.0,Quận Long Biên,nha_pho,12850000000,ban,12.85
51.9,Quận Long Biên,nha_pho,14000000000,ban,14.0
40.0,Huyện Thanh Trì,nha_pho,6300000000,ban,6.3
35.0,Quận Long Biên,nha_pho,9280000000,ban,9.28
32.4,Quận Hai Bà Trưng,nha_pho,9000000000,ban,9.0
36.0,Quận Ba Đình,nha_pho,30260000000,ban,30.26
42.0,Quận Tây Hồ,nha_pho,11500000000,ban,11.5
75.0,Quận Hà Đông,nha_pho,3750000000,ban,3.75
55.0,Quận Hai Bà Trưng,nha_pho,11900000000,ban,11.9
40.0,Quận Hai Bà Trưng,nha_pho,7050000000,ban,7.05
45.0,Quận Hoàng Mai,nha_pho,9800000000,ban,9.8
33.0,Quận Hoàng Mai,nha_pho,6990000000,ban,6.99
32.0,Quận Đống Đa,nha_pho,14166999999,ban,14.166999999
60.0,Quận Cầu Giấy,nha_pho,39800000000,ban,39.8
62.0,Quận Hà Đông,nha_pho,15000000000,ban,15.0
30.0,Quận Tây Hồ,nha_pho,4150000000,ban,4.15
28.0,Quận Tây Hồ,nha_pho,7500000000,ban,7.5
65.0,Quận Long Biên,nha_pho,17900000000,ban,17.9
32.0,Huyện Chương Mỹ,nha_pho,3500000000,ban,3.5
36.0,Quận Hoàng Mai,nha_pho,12000000000,ban,12.0
32.0,Huyện Chương Mỹ,nha_pho,2950000000,ban,2.95
40.0,Quận Cầu Giấy,nha_pho,12000000000,ban,12.0
47.0,Quận Hoàng Mai,nha_pho,12112000000,ban,12.112
31.0,Quận Hoàng Mai,nha_pho,7200000000,ban,7.2
28.0,Quận Hai Bà Trưng,nha_pho,6000000000,ban,6.0
40.0,Quận Đống Đa,nha_pho,13500000000,ban,13.5
45.0,Huyện Hoài Đức,nha_pho,3300000000,ban,3.3
55.0,Quận Hà Đông,nha_pho,14000000000,ban,14.0
58.0,Quận Hoàng Mai,nha_pho,15400000000,ban,15.4
22.0,Quận Đống Đa,nha_pho,4700000000,ban,4.7
75.0,Quận Long Biên,nha_pho,25500000000,ban,25.5
40.0,Quận Đống Đa,nha_pho,10000000000,ban,10.0
75.0,Quận Bắc Từ Liêm,nha_pho,19500000000,ban,19.5
38.0,Quận Thanh Xuân,nha_pho,6680000000,ban,6.68
43.0,Quận Thanh Xuân,nha_pho,8900000000,ban,8.9
42.0,Quận Đống Đa,nha_pho,7850000000,ban,7.85
41.0,Quận Đống Đa,nha_pho,7750000000,ban,7.75
115.0,Quận Thanh Xuân,dat,18500000000,ban,18.5
115.0,Quận Thanh Xuân,nha_pho,6680000000,ban,6.68
210.0,Huyện Hoài Đức,biet_thu,42000000000,ban,42.0
35.0,Quận Bắc Từ Liêm,nha_pho,8680000000,ban,8.68
78.0,Huyện Thường Tín,biet_thu,6300000000,ban,6.3
100.0,Huyện Thạch Thất,dat,3550000000,ban,3.55
125.0,Huyện Thạch Thất,dat,3500000000,ban,3.5
45.0,Quận Cầu Giấy,dat,12500000000,ban,12.5
60.0,Huyện Đông Anh,dat,3800000000,ban,3.8
55.0,Quận Long Biên,dat,5780000000,ban,5.78
50.0,Quận Long Biên,dat,7800000000,ban,7.8
30.0,Huyện Gia Lâm,nha_pho,6000000000,ban,6.0
78.0,Huyện Phú Xuyên,dat,4290000000,ban,4.29
150.0,Huyện Chương Mỹ,nha_pho,3900000000,ban,3.9
160.0,Huyện Thạch Thất,dat,7299000000,ban,7.299
80.0,Huyện Chương Mỹ,nha_pho,1300000000,ban,1.3
75.0,Huyện Sóc Sơn,dat,3100000000,ban,3.1
47.2999,Huyện Hoài Đức,dat,8999000000,ban,8.999
120.0,Huyện Sóc Sơn,nha_pho,3200000000,ban,3.2
60.0,Huyện Thanh Trì,dat,6900000000,ban,6.9
41.0,Huyện Đông Anh,dat,2850000000,ban,2.85
838.0,Quận Tây Hồ,nha_pho,139000000000,ban,139.0
73.0,Quận Bắc Từ Liêm,dat,8700000000,ban,8.7
23.0,Quận Long Biên,dat,5200000000,ban,5.2
60.0,Huyện Mỹ Đức,dat,400000000,ban,0.4
65.0,Huyện Thường Tín,dat,10725000000,ban,10.725
83.5998,Huyện Chương Mỹ,nha_pho,6800000000,ban,6.8
52.0,Quận Long Biên,dat,7400000000,ban,7.4
90.0,Huyện Đông Anh,nha_pho,3400000000,ban,3.4
56.0,Quận Long Biên,dat,7450000000,ban,7.45
70.0,Thị xã Sơn Tây,nha_pho,1600000000,ban,1.6
71.8,Huyện Mỹ Đức,dat,500000000,ban,0.5
53.7,Huyện Đông Anh,dat,4730000000,ban,4.73
40.0,Quận Hoàng Mai,dat,4100000000,ban,4.1
108.0,Quận Hoàng Mai,dat,8800000000,ban,8.8
116.0,Huyện Chương Mỹ,dat,2250000000,ban,2.25
46.0,Huyện Đông Anh,nha_pho,5600000000,ban,5.6
51.0,Quận Bắc Từ Liêm,dat,12500000000,ban,12.5
60.0,Quận Long Biên,dat,9300000000,ban,9.3
82.0,Quận Long Biên,dat,7200000000,ban,7.2
41.0,Huyện Hoài Đức,dat,8300000000,ban,8.3
42.0,Quận Nam Từ Liêm,dat,10600000000,ban,10.6
84.0,Huyện Thanh Trì,dat,12500000000,ban,12.5
70.0,Quận Thanh Xuân,dat,4500000000,ban,4.5
160.0,Huyện Quốc Oai,dat,4000000000,ban,4.0
100.0,Huyện Phúc Thọ,dat,2750000000,ban,2.75
98.1999,Huyện Thạch Thất,dat,4250000000,ban,4.25
558.0,Huyện Đông Anh,dat,1700000000,ban,1.7
65.0,Huyện Thanh Trì,dat,7400000000,ban,7.4
48.0998,Quận Hà Đông,nha_pho,4700000000,ban,4.7
50.0,Quận Long Biên,nha_pho,9950000000,ban,9.95
68.0,Huyện Gia Lâm,dat,135000000,ban,0.135
58.0,Huyện Mê Linh,dat,3100000000,ban,3.1
40.0,Huyện Đông Anh,dat,2800000000,ban,2.8
100.0,Huyện Quốc Oai,dat,2400000000,ban,2.4
100.0,Thị xã Sơn Tây,dat,1980000000,ban,1.98
88.8,Huyện Đông Anh,nha_pho,7620000000,ban,7.62
52.0,Quận Nam Từ Liêm,dat,5700000000,ban,5.7
100.0,Huyện Đông Anh,dat,6000000000,ban,6.0
103.0,Huyện Thạch Thất,nha_pho,3550000000,ban,3.55
110.0,Huyện Thạch Thất,dat,3249000000,ban,3.249
55.0,Huyện Hoài Đức,dat,4999999999,ban,4.999999999
45.0,Huyện Hoài Đức,nha_pho,3750000000,ban,3.75
58.0,Huyện Đông Anh,nha_pho,5300000000,ban,5.3
46.0,Huyện Hoài Đức,dat,3400000000,ban,3.4
100.0,Huyện Đông Anh,nha_pho,5320000000,ban,5.32
1034.0,Huyện Thạch Thất,nha_pho,5000000000,ban,5.0
70.0,Quận Long Biên,dat,15700000000,ban,15.7
100.0,Thị xã Sơn Tây,dat,2800000000,ban,2.8
100.0,Huyện Thạch Thất,dat,3200000000,ban,3.2
100.0,Huyện Thạch Thất,dat,2600000000,ban,2.6
44.0,Quận Hà Đông,dat,2950000000,ban,2.95
88.0,Huyện Chương Mỹ,nha_pho,1638000000,ban,1.638
100.0,Huyện Sóc Sơn,dat,1200000000,ban,1.2
65.0,Quận Long Biên,dat,17000000000,ban,17.0
64.0,Huyện Mê Linh,nha_pho,3780000000,ban,3.78
84.0,Huyện Thanh Oai,dat,5600000000,ban,5.6
65.0,Quận Hoàng Mai,dat,1000000000,ban,1.0
54.0,Huyện Mỹ Đức,dat,600000000,ban,0.6
54.0,Huyện Mê Linh,dat,2650000000,ban,2.65
116.0,Huyện Mê Linh,dat,3300000000,ban,3.3
420.0,Huyện Sóc Sơn,dat,20000000000,ban,20.0
650.0,Huyện Chương Mỹ,dat,4200000000,ban,4.2
37.0,Quận Hà Đông,dat,3350000000,ban,3.35
124.0,Huyện Sóc Sơn,nha_pho,6580000000,ban,6.58
65.0,Huyện Sóc Sơn,nha_pho,8000000000,ban,8.0
100.0,Huyện Quốc Oai,dat,2800000000,ban,2.8
51.0,Huyện Đông Anh,dat,4020000000,ban,4.02
100.0,Thị xã Sơn Tây,dat,3500000000,ban,3.5
500.0,Huyện Thanh Trì,dat,2500000000,ban,2.5
60.0,Huyện Đông Anh,dat,7650000000,ban,7.65
100.0,Thị xã Sơn Tây,nha_pho,2000000000,ban,2.0
60.0,Quận Hà Đông,dat,13100000000,ban,13.1
85.0,Quận Long Biên,dat,21900000000,ban,21.9
62.0,Thị xã Sơn Tây,nha_pho,1650000000,ban,1.65
36.0,Quận Long Biên,dat,5000000000,ban,5.0
80.0,Quận Bắc Từ Liêm,dat,11000000000,ban,11.0
89.0,Huyện Đông Anh,dat,7565000000,ban,7.565
115.8,Huyện Đông Anh,dat,8500000000,ban,8.5
31.0,Quận Bắc Từ Liêm,dat,7800000000,ban,7.8
70.0,Quận Long Biên,dat,16000000000,ban,16.0
50.0,Huyện Đông Anh,nha_pho,5800000000,ban,5.8
80.0,Huyện Đông Anh,dat,10300000000,ban,10.3
36.0,Quận Long Biên,dat,6000000000,ban,6.0
88.0,Huyện Chương Mỹ,dat,1808000000,ban,1.808
1247.0,Huyện Sóc Sơn,dat,18705000000,ban,18.705
150.0,Huyện Quốc Oai,dat,5400000000,ban,5.4
40.0,Quận Hà Đông,nha_pho,7000000000,ban,7.0
124.0,Quận Tây Hồ,dat,26000000000,ban,26.0
77.0,Quận Long Biên,dat,20500000000,ban,20.5
74.0,Quận Long Biên,dat,15500000000,ban,15.5
100.0,Huyện Sóc Sơn,dat,680000000,ban,0.68
80.0,Huyện Thanh Trì,dat,7500000000,ban,7.5
51.0,Huyện Thường Tín,dat,3850000000,ban,3.85
50.0,Quận Bắc Từ Liêm,dat,7300000000,ban,7.3
50.0,Quận Nam Từ Liêm,dat,7000000000,ban,7.0
55.0,Huyện Thanh Trì,nha_pho,9900000000,ban,9.9
118.0,Huyện Sóc Sơn,nha_pho,3800000000,ban,3.8
300.0,Quận Hà Đông,dat,9000000000,ban,9.0
41.0,Quận Bắc Từ Liêm,dat,5450000000,ban,5.45
60.0,Quận Hà Đông,dat,4500000000,ban,4.5
100.0,Huyện Thạch Thất,nha_pho,5000000000,ban,5.0
109.0,Thị xã Sơn Tây,dat,2800000000,ban,2.8
245.0,Huyện Quốc Oai,dat,4160000000,ban,4.16
100.0,Thị xã Sơn Tây,nha_pho,3000000000,ban,3.0
100.0,Huyện Thạch Thất,dat,2820000000,ban,2.82
94.0,Huyện Sóc Sơn,nha_pho,7580000000,ban,7.58
99.0,Huyện Sóc Sơn,nha_pho,3000000000,ban,3.0
95.0,Huyện Sóc Sơn,nha_pho,5400000000,ban,5.4
670.0,Quận Hà Đông,dat,58500000000,ban,58.5
60.0,Huyện Chương Mỹ,nha_pho,3600000000,ban,3.6
62.9,Quận Hà Đông,dat,20900000000,ban,20.9
50.0,Huyện Đông Anh,nha_pho,4695000000,ban,4.695
100.0,Huyện Quốc Oai,dat,2800000000,ban,2.8
33.5999,Quận Long Biên,dat,6450000000,ban,6.45
68.0,Huyện Đông Anh,nha_pho,6500000000,ban,6.5
66.0,Huyện Đông Anh,dat,11000000000,ban,11.0
52.0,Quận Long Biên,nha_pho,15500000000,ban,15.5
100.0,Huyện Sóc Sơn,nha_pho,2500000000,ban,2.5
35.0,Huyện Thanh Trì,dat,2700000000,ban,2.7
70.0,Huyện Đông Anh,nha_pho,7900000000,ban,7.9
48.2,Huyện Đan Phượng,dat,2700000000,ban,2.7
80.0,Huyện Chương Mỹ,dat,1000000000,ban,1.0
50.0,Quận Hà Đông,dat,15200000000,ban,15.2
33.0,Quận Long Biên,dat,5500000000,ban,5.5
54.0,Quận Hà Đông,dat,5500000000,ban,5.5
75.0,Quận Hà Đông,dat,17900000000,ban,17.9
42.5999,Huyện Đông Anh,dat,4050000000,ban,4.05
41.0,Quận Hà Đông,dat,7100000000,ban,7.1
64.0,Huyện Chương Mỹ,dat,2650000000,ban,2.65
41.7999,Quận Hà Đông,dat,4299999999,ban,4.299999999
80.0,Huyện Đông Anh,dat,5200000000,ban,5.2
51.0,Huyện Đông Anh,nha_pho,1950000000,ban,1.95
73.0,Huyện Đông Anh,dat,4000000000,ban,4.0
83.3,Huyện Mê Linh,dat,3800000000,ban,3.8
2156.0,Huyện Quốc Oai,nha_pho,18500000000,ban,18.5
41.0999,Quận Long Biên,dat,4700000000,ban,4.7
87.3,Huyện Mê Linh,dat,4135313700,ban,4.1353137
52.5,Quận Hà Đông,dat,3000000000,ban,3.0
65.0,Huyện Thạch Thất,dat,2700000000,ban,2.7
180.0,Huyện Sóc Sơn,dat,15300000000,ban,15.3
50.0,Huyện Gia Lâm,nha_pho,7500000000,ban,7.5
411.0,Huyện Thạch Thất,nha_pho,12800000000,ban,12.8
60.0,Quận Hoàng Mai,dat,17000000000,ban,17.0
51.0,Huyện Đông Anh,nha_pho,4550000000,ban,4.55
100.0,Huyện Quốc Oai,dat,4700000000,ban,4.7
48.7,Huyện Đông Anh,nha_pho,4550000000,ban,4.55
42.5,Quận Long Biên,dat,6750000000,ban,6.75
106.8,Quận Hoàng Mai,dat,17700000000,ban,17.7
104.4,Huyện Quốc Oai,nha_pho,2200000000,ban,2.2
60.2,Huyện Thạch Thất,dat,2450000000,ban,2.45
42.5999,Quận Hà Đông,dat,7550000000,ban,7.55
230.0,Thị xã Sơn Tây,dat,5000000000,ban,5.0
115.0,Quận Cầu Giấy,nha_pho,44800000000,ban,44.8
80.0,Huyện Quốc Oai,dat,3000000000,ban,3.0
100.0,Huyện Quốc Oai,dat,3300000000,ban,3.3
80.0,Huyện Chương Mỹ,nha_pho,1500000000,ban,1.5
12.0,Huyện Hoài Đức,dat,26000000000,ban,26.0
53.0,Quận Tây Hồ,dat,11800000000,ban,11.8
30.0,Quận Hà Đông,dat,7000000000,ban,7.0
2160.0,Quận Tây Hồ,nha_pho,2800000000,ban,2.8
51.0,Quận Bắc Từ Liêm,dat,11800000000,ban,11.8
100.0,Huyện Thạch Thất,dat,2750000000,ban,2.75
80.0,Huyện Chương Mỹ,dat,1000000000,ban,1.0
54.0,Quận Bắc Từ Liêm,dat,9000000000,ban,9.0
102.0,Huyện Thạch Thất,dat,2290000000,ban,2.29
89.0,Huyện Đông Anh,nha_pho,11700000000,ban,11.7
100.0,Huyện Thạch Thất,dat,2480000000,ban,2.48
50.0,Huyện Thanh Trì,dat,4000000000,ban,4.0
1029.0,Quận Bắc Từ Liêm,dat,85000000000,ban,85.0
80.0,Huyện Chương Mỹ,dat,1300000000,ban,1.3
100.0,Huyện Thạch Thất,dat,2320000000,ban,2.32
140.0,Quận Bắc Từ Liêm,dat,19000000000,ban,19.0
264.0,Huyện Hoài Đức,dat,1320000000,ban,1.32
77.0,Huyện Thanh Oai,nha_pho,7900000000,ban,7.9
120.0,Quận Long Biên,dat,48000000000,ban,48.0
52.5,Huyện Sóc Sơn,dat,2800000000,ban,2.8
74.0,Quận Bắc Từ Liêm,nha_pho,14200000000,ban,14.2
100.0,Quận Hà Đông,dat,7500000000,ban,7.5
120.0,Quận Long Biên,dat,45000000000,ban,45.0
100.0,Huyện Ba Vì,dat,900000000,ban,0.9
60.0,Huyện Thanh Trì,dat,6000000000,ban,6.0
100.0,Huyện Quốc Oai,nha_pho,1900000000,ban,1.9
113.0,Huyện Gia Lâm,dat,6780000000,ban,6.78
65.0,Thị xã Sơn Tây,dat,2500000000,ban,2.5
102.0,Huyện Thạch Thất,nha_pho,3100000000,ban,3.1
90.0,Huyện Chương Mỹ,dat,1500000000,ban,1.5
150.0,Huyện Đông Anh,dat,16800000000,ban,16.8
65.0,Quận Long Biên,dat,9800000000,ban,9.8
50.0,Huyện Hoài Đức,dat,5950000000,ban,5.95
34.7,Quận Long Biên,dat,6500000000,ban,6.5
60.0,Huyện Thạch Thất,dat,2500000000,ban,2.5
70.0,Huyện Sóc Sơn,nha_pho,1400000000,ban,1.4
1220.0,Quận Hoàng Mai,nha_pho,72000000000,ban,72.0
1000.0,Huyện Đông Anh,dat,35000000000,ban,35.0
100.0,Huyện Quốc Oai,nha_pho,3500000000,ban,3.5
44.0,Huyện Hoài Đức,dat,3520000000,ban,3.52
69.0,Huyện Mê Linh,dat,2050000000,ban,2.05
67.9,Huyện Thạch Thất,dat,3500000000,ban,3.5
42.7999,Huyện Đông Anh,nha_pho,2900000000,ban,2.9
80.0,Huyện Chương Mỹ,dat,1300000000,ban,1.3
80.0,Huyện Chương Mỹ,dat,1700000000,ban,1.7
100.0,Huyện Thạch Thất,dat,3480000000,ban,3.48
57.0,Huyện Chương Mỹ,dat,3900000000,ban,3.9
63.0,Quận Long Biên,dat,8300000000,ban,8.3
120.0,Huyện Chương Mỹ,dat,2450000000,ban,2.45
45.0,Quận Bắc Từ Liêm,nha_pho,9286000000,ban,9.286
60.0,Huyện Thanh Trì,dat,3700000000,ban,3.7
65.0,Huyện Thạch Thất,dat,2300000000,ban,2.3
45.0,Huyện Gia Lâm,dat,5000000000,ban,5.0
23.0,Quận Long Biên,dat,5000000000,ban,5.0
67.0,Huyện Thạch Thất,dat,570000000,ban,0.57
100.0,Quận Hoàng Mai,dat,18000000000,ban,18.0
150.0,Huyện Thạch Thất,dat,8350000000,ban,8.35
128.0,Huyện Thạch Thất,dat,3950000000,ban,3.95
86.0,Huyện Chương Mỹ,dat,1800000000,ban,1.8
50.0,Quận Bắc Từ Liêm,dat,7300000000,ban,7.3
105.0,Quận Hà Đông,dat,12600000000,ban,12.6
81.0,Quận Long Biên,dat,10500000000,ban,10.5
70.0,Quận Long Biên,dat,1650000000,ban,1.65
100.0,Huyện Quốc Oai,dat,5200000000,ban,5.2
48.0,Huyện Chương Mỹ,dat,2450000000,ban,2.45
47.0,Quận Long Biên,dat,8000000000,ban,8.0
45.7999,Quận Nam Từ Liêm,dat,850000000,ban,0.85
180.0,Huyện Thạch Thất,dat,6300000000,ban,6.3
60.0,Quận Hà Đông,dat,15200000000,ban,15.2
80.0,Huyện Chương Mỹ,dat,1699999999,ban,1.699999999
47.0,Quận Long Biên,dat,8950000000,ban,8.95
58.0,Quận Hà Đông,dat,8900000000,ban,8.9
86.0,Huyện Mê Linh,nha_pho,4500000000,ban,4.5
35.0,Quận Long Biên,nha_pho,9600000000,ban,9.6
50.0,Quận Hà Đông,dat,5600000000,ban,5.6
50.0,Thị xã Sơn Tây,dat,1700000000,ban,1.7
50000.0,Huyện Thạch Thất,dat,6500000000,ban,6.5
105.0,Huyện Thanh Oai,dat,9580000000,ban,9.58
80.0,Huyện Chương Mỹ,dat,1360000000,ban,1.36
100.0,Huyện Thạch Thất,nha_pho,4000000000,ban,4.0
80.0,Huyện Đông Anh,nha_pho,145000000,ban,0.145
55.0,Quận Long Biên,dat,9600000000,ban,9.6
40.0,Quận Bắc Từ Liêm,dat,5850000000,ban,5.85
75.0,Quận Bắc Từ Liêm,dat,19500000000,ban,19.5
50.0,Huyện Mê Linh,nha_pho,2800000000,ban,2.8
120.0,Huyện Thạch Thất,dat,6700000000,ban,6.7
42.0,Huyện Đông Anh,dat,3250000000,ban,3.25
61.0,Quận Long Biên,nha_pho,15000000000,ban,15.0
55.2,Huyện Đan Phượng,dat,8330000000,ban,8.33
92.0,Quận Bắc Từ Liêm,nha_pho,21000000000,ban,21.0
78.5,Huyện Hoài Đức,biet_thu,13000000000,ban,13.0
53.0,Huyện Thạch Thất,dat,5000000000,ban,5.0
60.2,Thị xã Sơn Tây,dat,1500000000,ban,1.5
66.1999,Quận Hà Đông,dat,4000000000,ban,4.0
60.5,Thị xã Sơn Tây,dat,2000000000,ban,2.0
61.0,Quận Long Biên,dat,15860000000,ban,15.86
115.0,Huyện Chương Mỹ,dat,1700000000,ban,1.7
127.0,Huyện Sóc Sơn,nha_pho,4570000000,ban,4.57
100.0,Thị xã Sơn Tây,nha_pho,3500000000,ban,3.5
64.0,Quận Hoàng Mai,nha_pho,8600000000,ban,8.6
34.0,Quận Long Biên,nha_pho,4450000000,ban,4.45
100.0,Huyện Quốc Oai,dat,2400000000,ban,2.4
124.5,Huyện Sóc Sơn,dat,1800000000,ban,1.8
80.0,Huyện Quốc Oai,nha_pho,4700000000,ban,4.7
80.0,Huyện Sóc Sơn,nha_pho,3290000000,ban,3.29
100.0,Thị xã Sơn Tây,dat,3500000000,ban,3.5
50.0,Quận Hà Đông,dat,13700000000,ban,13.7
107.0,Huyện Sóc Sơn,dat,1690000000,ban,1.69
162.0,Huyện Đan Phượng,dat,10000000000,ban,10.0
109.0,Quận Cầu Giấy,dat,44900000000,ban,44.9
80.0,Huyện Sóc Sơn,dat,1900000000,ban,1.9
141.0,Huyện Sóc Sơn,dat,2350000000,ban,2.35
100.0,Huyện Quốc Oai,dat,1900000000,ban,1.9
100.0,Huyện Quốc Oai,nha_pho,4800000000,ban,4.8
204.0,Huyện Quốc Oai,dat,7300000000,ban,7.3
69.0,Huyện Thanh Oai,nha_pho,85000000,ban,0.085
200.0,Huyện Gia Lâm,nha_pho,22800000000,ban,22.8
57.0,Quận Bắc Từ Liêm,dat,10500000000,ban,10.5
196.0,Huyện Mê Linh,dat,8820000000,ban,8.82
65.0,Quận Hà Đông,dat,5070000000,ban,5.07
408.0,Huyện Quốc Oai,dat,1346400000,ban,1.3464
56.0,Quận Long Biên,dat,6000000000,ban,6.0
51.0,Quận Hà Đông,nha_pho,4500000000,ban,4.5
50.0,Thị xã Sơn Tây,dat,1000000000,ban,1.0
73.8,Huyện Đông Anh,dat,4700000000,ban,4.7
82.0,Huyện Chương Mỹ,nha_pho,2200000000,ban,2.2
44.0,Quận Hà Đông,nha_pho,8750000000,ban,8.75
100.0,Huyện Thạch Thất,dat,3870000000,ban,3.87
75.0,Huyện Đan Phượng,nha_pho,12200000000,ban,12.2
100.0,Huyện Sóc Sơn,dat,1490000000,ban,1.49
100.0,Huyện Thạch Thất,dat,3400000000,ban,3.4
100.0,Thị xã Sơn Tây,dat,2500000000,ban,2.5
76.0,Quận Bắc Từ Liêm,dat,20900000000,ban,20.9
60.0,Quận Tây Hồ,dat,12400000000,ban,12.4
175.0,Quận Long Biên,dat,41000000000,ban,41.0
120.0,Quận Bắc Từ Liêm,dat,17200000000,ban,17.2
180.0,Huyện Đông Anh,dat,22500000000,ban,22.5
80.0,Huyện Thạch Thất,dat,5999999999,ban,5.999999999
80.0,Huyện Chương Mỹ,dat,1500000000,ban,1.5
70.0,Quận Bắc Từ Liêm,dat,13600000000,ban,13.6
108.0,Huyện Sóc Sơn,dat,6200000000,ban,6.2
100.0,Huyện Quốc Oai,dat,2182368688,ban,2.182368688
120.0,Quận Hoàng Mai,dat,20500000000,ban,20.5
30.0,Quận Tây Hồ,dat,6500000000,ban,6.5
45.0,Quận Hoàng Mai,dat,8600000000,ban,8.6
86.0,Huyện Chương Mỹ,dat,1586000000,ban,1.586
52.0,Quận Long Biên,dat,11100000000,ban,11.1
115.0,Huyện Sóc Sơn,nha_pho,4800000000,ban,4.8
50.0,Quận Hà Đông,nha_pho,3333000000,ban,3.333
80.0,Huyện Chương Mỹ,dat,3200000000,ban,3.2
83.0,Huyện Đông Anh,dat,7350000000,ban,7.35
52.5998,Quận Long Biên,dat,13676000000,ban,13.676
80.0,Huyện Đan Phượng,dat,4840000000,ban,4.84
37.0,Quận Long Biên,dat,6450000000,ban,6.45
37.0,Quận Hà Đông,dat,2700000000,ban,2.7
80.0,Huyện Đan Phượng,dat,4840000000,ban,4.84
85.0,Huyện Chương Mỹ,dat,1700000000,ban,1.7
60.0,Huyện Gia Lâm,nha_pho,8700000000,ban,8.7
65.0,Huyện Quốc Oai,dat,3800000000,ban,3.8
475.0,Huyện Thường Tín,dat,1500000000,ban,1.5
80.0,Quận Hoàng Mai,dat,1250000000,ban,1.25
80.0,Huyện Chương Mỹ,dat,3200000000,ban,3.2
80.0,Huyện Đông Anh,dat,6000000000,ban,6.0
25.0,Quận Hoàng Mai,dat,4900000000,ban,4.9
40.0,Quận Long Biên,nha_pho,5900000000,ban,5.9
96.0,Quận Long Biên,dat,5150000000,ban,5.15
84.0,Huyện Đan Phượng,dat,5500000000,ban,5.5
100.0,Huyện Thạch Thất,nha_pho,1720000000,ban,1.72
106.0,Huyện Chương Mỹ,dat,1600000000,ban,1.6
37.0,Quận Long Biên,dat,6300000000,ban,6.3
113.0,Huyện Gia Lâm,dat,9255000000,ban,9.255
100.0,Huyện Sóc Sơn,nha_pho,1580000000,ban,1.58
146.0,Huyện Quốc Oai,dat,6000000000,ban,6.0
84.0,Huyện Mỹ Đức,dat,400000000,ban,0.4
59.7999,Huyện Hoài Đức,nha_pho,7000000000,ban,7.0
